评论ID,评论内容,评论图片,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复的评论ID,具体的回复对象,回复给谁
7373107877165204274,水稻上山,,0,2024-05-26 09:04:19,HOLIDAY,https://www.douyin.com/user/MS4wLjABAAAAOsv-fvnPnIuzyIqRi2-lC41nUHxwk6V_KCe2pqnhtJs69aym9Kp6S4UjkIN3NLss,dy12j65843877,,7372773399992632090,7372773399992632090,
7373000020449493775,@🤯G or T or R [色],,1,2024-05-26 02:06:10,_93,https://www.douyin.com/user/MS4wLjABAAAAaGcAUx4eGFXl-6rnutUmDOv5Dj9V9psUJlXo11XfF-YqAmTzB8AinVKt__86dl_K,Yanzihan0903,,7372773399992632090,7372773399992632090,
7373104297452765990,[皱眉],,0,2024-05-26 08:50:26,🤯G or T or R,https://www.douyin.com/user/MS4wLjABAAAAPSv_DhzflLRuhQtCrRp_UkwnKWe8KC7SLe2xI1da7WY,yinshiyu0410,,7372773399992632090,7373000020449493775,_93
7373103723914756879,[泣不成声]国富民强,,0,2024-05-26 08:48:13,吴彦祖大表哥,https://www.douyin.com/user/MS4wLjABAAAAcyCIu8xzL3B4VpKsjT3WriYishfJf8MWNczaawYySJs,heMr10182,,7372773399992632090,7372773399992632090,
7373103688518386473,农业还在战斗养活了高楼里得人[握手],,0,2024-05-26 08:48:02,quattro丶老龚,https://www.douyin.com/user/MS4wLjABAAAA_ayblgZGCrL7tkUpxBgSQNbPeK-WceVFZZQxSYI2BcW-PLIFWWstmPzYzxAfK39K,34436377123,,7372773399992632090,7372773399992632090,
7373103566082884390,实现了四个现代的美丽蓝图,,0,2024-05-26 08:47:34,小肯森,https://www.douyin.com/user/MS4wLjABAAAA0U1s8gU1-OAIpKiWaLF7BD5DTmUt8UwveEE2qzgoXUM,xiaokensen99,,7372773399992632090,7372773399992632090,
7373102685333979916,没有农业的文明，将一文不值！,,0,2024-05-26 08:44:10,凭栏听雨,https://www.douyin.com/user/MS4wLjABAAAA-rUXW-7puCMrCMzU35puFFWzqlP4Iklu38jcexiGc66TyOnWFeyC33jZXkUF2e5v,dyqjhrj6ywpi,,7372773399992632090,7372773399992632090,
7373101607817315087,城市的爹娘,,0,2024-05-26 08:40:02,FAB,https://www.douyin.com/user/MS4wLjABAAAAPBQMsE-sfJOdDRgG3NJeFTfmUy7a0sXtJOMA2oET5eQbD7QZgAId7IU36Zz-gglg,60225079660,,7372773399992632090,7372773399992632090,
7373100042678764324,国泰民安,,0,2024-05-26 08:33:55,戈亚暴君,https://www.douyin.com/user/MS4wLjABAAAAXzheiZHX2PT9wsZ0aTds52HeNYrN4pnXeJd8PRprHgo,GeYa5168,,7372773399992632090,7372773399992632090,
7373098130357519138,太平盛世的模样[微笑],,0,2024-05-26 08:26:31,画风小哥哥,https://www.douyin.com/user/MS4wLjABAAAAFA9dh71uNw2yf8biDDBsCALh4JnLJufJLcqldBunbRXMcjyjFG5PVQq__8PDPQqO,GSZD1125,,7372773399992632090,7372773399992632090,
7373097925897569060,就算楼在高 也得吃饭[抠鼻],,0,2024-05-26 08:25:43,🦅忆相逢,https://www.douyin.com/user/MS4wLjABAAAAPCRcIMgW3hrsou1N_vZn80FzToGd46W9AVhmvbbNvYk,shiyi77777777777,,7372773399992632090,7372773399992632090,
7373095851352326952,吃饱了去干活[看],,0,2024-05-26 08:17:38,🌈是秃子总会发光✨,https://www.douyin.com/user/MS4wLjABAAAAxT4ocyoEytqEm34zBc2ng7jbAcVCKJhk8P2VbpoRltc,jsgzx,,7372773399992632090,7372773399992632090,
7373095274958586661,感觉很梦幻，工业与农业，城市与农村，梦幻与现实的强烈碰撞融合！开始还以为电脑做的视频,,0,2024-05-26 08:15:23,.星星之火,https://www.douyin.com/user/MS4wLjABAAAAofrHdTkqN8U30rZ7XVe88BiUXHy0OTRChxIyILWGAPsvOOBn_Y8DgQ614zLVsCYJ,xingxingzhihuo..,,7372773399992632090,7372773399992632090,
7373092319379374858,农业社会与现代化城市,,0,2024-05-26 08:03:56,孙健的发型圈,https://www.douyin.com/user/MS4wLjABAAAAgYyHVCaS4TikflNHdtd25DARTUG73LbJsV7-Kq_ccRc,Sjian6666,,7372773399992632090,7372773399992632090,
7373090668547310345,城市离不开农村，反之一样！,,0,2024-05-26 07:57:31,txl相信自己,https://www.douyin.com/user/MS4wLjABAAAAA9uZ2lUMLO74JCvcRTr8quRNUiWJhbUaN-aKcdAfd7D2rgAwzsvFRAhrXf_WjHr-,dyouujk989ni,,7372773399992632090,7372773399992632090,
7373090442936386341,不要被这一个地区的假象所蒙闭，这只是个别推行地区名声之作，试问放眼全国，还有多少穷困地正？？[尬笑],,0,2024-05-26 07:56:41,༺༒࿈伟少࿈༒༻📿,https://www.douyin.com/user/MS4wLjABAAAAusN94JR40fFU_5zRuOcm1VSydTyibtoiHgmM6ZTZepA,,,7372773399992632090,7372773399992632090,
7373090070234448676,四个现代化终于实现了,,0,2024-05-26 07:55:13,波哥007,https://www.douyin.com/user/MS4wLjABAAAAniwTtme9nk8W5bEudH1j5iPbmE_3zPARl_VhVjjjCGY,,,7372773399992632090,7372773399992632090,
7373089026414871307,恰恰说明农业永远是一个国家的根基，无论高楼大厦再多。,,1,2024-05-26 07:51:10,Oliver,https://www.douyin.com/user/MS4wLjABAAAA6PFxPjm249TjJG_DUgVkhSnBLCTXlGkHvu8gfx42Anc,,,7372773399992632090,7372773399992632090,
7373087824721462050,无论你住哪里？在哪里工作？多么牛逼，你都的吃饭。粮食是一个国家头等大事。,,0,2024-05-26 07:46:30,无影灯,https://www.douyin.com/user/MS4wLjABAAAA_MOaUncDqGLEM--sOzMp8RQ68YvdrMK4laxJzUOlVTo,,,7372773399992632090,7372773399992632090,
7373083924559315762,没有农业的支撑，就没有工业的发展，科技的发展,,0,2024-05-26 07:31:20,顶级孤独,https://www.douyin.com/user/MS4wLjABAAAAH7eExVv_yYlkfqMdNjxqHna-0nuSAajfulStBWXUGto,,,7372773399992632090,7372773399992632090,
7373087250509218610,你说的漂亮,,0,2024-05-26 07:44:17,喜歡吃菠萝蜜的小寶@,https://www.douyin.com/user/MS4wLjABAAAAcm_OWAqnGEsbG8krYvq2A7posOSEwETGZnUrIqKZt2EmtNbetR-i5IuZigvRt1Kb,dyqqwc6ngfbs,,7372773399992632090,7373083924559315762,顶级孤独
7373085225646097190,城里有粮，心里不慌！,,0,2024-05-26 07:36:27,那些年的故事,https://www.douyin.com/user/MS4wLjABAAAANXKz_nJZ46pPbIRLUSA51n9zwQN4KP5idTKtJYYBoG6KvXtjO3NqlcGlj2RYU-1E,naxieniandeg23,,7372773399992632090,7372773399992632090,
7373080857328812811,@Heartfelt@小猴 非常漂亮,,0,2024-05-26 07:19:30,我愿做一只翱翔的🦅,https://www.douyin.com/user/MS4wLjABAAAAOgM5x9LqCOfr8sOzyRZ__dRIv0xBhJYtL_4Cc43c39YImKodd98dNC9KsIGsvNy0,3141845421ch,,7372773399992632090,7372773399992632090,
7373080090776879907,城乡结合部,,0,2024-05-26 07:16:29,林荫小路^O^,https://www.douyin.com/user/MS4wLjABAAAA_9yzVSA3y646cERJU8ElMQviAER3ChbVsIX08NrUA6s,,,7372773399992632090,7372773399992632090,
7372977216479560484,农业，是现代化的基础。,,8,2024-05-26 00:37:23,星月,https://www.douyin.com/user/MS4wLjABAAAAqlLzktqWvDQdxkiCKQoRwrIfhilZ50fpKmxbpzhJLgk,wjq2367591740,,7372773399992632090,7372773399992632090,
7373079547665056562,农业是一切的基础，科技在怎么先进，经济在怎么发达，人都要吃东西,,0,2024-05-26 07:14:22,年华老去向谁言,https://www.douyin.com/user/MS4wLjABAAAAdcIU7_uy3lG9aESJEaBi0T7K8ufsok2alHksnJ49UZk,youyuan20171031,,7372773399992632090,7372977216479560484,星月
7373078421998109476,家园,,0,2024-05-26 07:10:02,苗永猛,https://www.douyin.com/user/MS4wLjABAAAA7_dgozc4n30dQY68q8Qe1WxXCndtsu0qeF1xEAwEfAw,,,7372773399992632090,7372773399992632090,
7373077116726035252,科技与狠活[捂脸],,0,2024-05-26 07:04:57,一个酷酷的林,https://www.douyin.com/user/MS4wLjABAAAA0aSL7Aoeom938ufTsHWxzGyo091psW0OfqW-oFOsUNc,xzl990608,,7372773399992632090,7372773399992632090,
7372983412677903143,四个现代化！,,8,2024-05-26 01:01:21,浮生难描绘,https://www.douyin.com/user/MS4wLjABAAAAP9WeVO8yD6QDJIhogB4CnHvlt08AuML-gQV9X3ia9Uc,,,7372773399992632090,7372773399992632090,
7373057412423713573,[比心],,0,2024-05-26 05:48:38,收割界第一深情,https://www.douyin.com/user/MS4wLjABAAAAWQ-m4bfqeRZTLDaGVXaysYzMeHRDqJj7ZzPq8w1KlpU,,,7372773399992632090,7372983412677903143,浮生难描绘
7373072839366902565,这句话对了！[感谢][感谢][感谢],,0,2024-05-26 06:48:22,前进,https://www.douyin.com/user/MS4wLjABAAAA8W8k_o9OfpWK8mhRBJunubagVCXa8oe3ZNhF4ICcNUSNAaDH0Q5IMPDj3XCGOo3r,qianjin1416343,,7372773399992632090,7372983412677903143,浮生难描绘
7373070979080667939,根本就没有碰撞，而是和谐的相处在一起啊,,1,2024-05-26 06:41:12,坐在墳頭調戲鬼,https://www.douyin.com/user/MS4wLjABAAAA8kXzFQ0p_F2aqheh-hw0hDv1gOhtl1C3euZNlLpJFac,,,7372773399992632090,7372773399992632090,
7373068221697606435,传到歪果仁哪里，中国的农村都高楼大厦了,,0,2024-05-26 06:30:26,白日梦🙃,https://www.douyin.com/user/MS4wLjABAAAAuICVsJHYAdRaPA4hoi9jSAVWhsp0bLuUXgQIXBxmvi8,dxy008752,,7372773399992632090,7372773399992632090,
7373069445030331155,他们会说 高楼是P的图 假的,,0,2024-05-26 06:35:14,隽永,https://www.douyin.com/user/MS4wLjABAAAA6PdVHhHxwNVgQT1C5LT1MUiG3YZupoaBteeLKMmCjeQhnIOFRfDBnaQa4DnLdMuW,xhs2861937432,,7372773399992632090,7373068221697606435,白日梦🙃
7373068002857108260,吃房子[看],,0,2024-05-26 06:29:40,谁主沉浮,https://www.douyin.com/user/MS4wLjABAAAAbY7t7hFG3lk8YaqiKvajIEGq6zNPVt26dUIIBidDK7c,,,7372773399992632090,7372773399992632090,
7373065572815127359,怎么描述？再怎么文明，再怎么高科技，城市再怎么好，也离不开农民👨‍🌾,,1,2024-05-26 06:20:13,你永远的守护者,https://www.douyin.com/user/MS4wLjABAAAAJXkLHo-YsyKL_tQ1zt1vPJlkFXJSU86i5QchHfSyL2o_T3VGTZkYbtKfxLKFj1dG,mjf9527,,7372773399992632090,7372773399992632090,
7372935157022458658,高速通过了一辆复兴号,,1,2024-05-25 21:54:03,.:,https://www.douyin.com/user/MS4wLjABAAAA3m1LebojXWer3lHfAIxO4NuKyWBHP4-EY4AjRnsaDAV2B0BgUuJFCu6aHKsLqYiz,70694859662,,7372773399992632090,7372773399992632090,
7373016050865570610,还是CR400BF-BZ金凤凰[看][看][看],,1,2024-05-26 03:08:34,风逸尘,https://www.douyin.com/user/MS4wLjABAAAA8gpcqr_OPPGVzse-xsXWflf0GGmcl9jWHH3UdK8n3dc,88223399ph,,7372773399992632090,7372935157022458658,.:
7372998384875995943,图中的一切都是我们伟大的工农阶级创造的！,,3,2024-05-26 01:59:42,白厅玫瑰HumphreyAppleby,https://www.douyin.com/user/MS4wLjABAAAAj7bt1_WGxksidHi9X6L4PZaNJWR_59N6YGMQBNdh-R7CJxbYBYU2qzom0JJUKvIr,wqybsgdsgo,,7372773399992632090,7372773399992632090,
7372979575929897755,[干饭人]人是铁，饭是钢,,3,2024-05-26 00:46:28,公文羽,https://www.douyin.com/user/MS4wLjABAAAAYtFd3FE6GAIS_o1yyLn85HZha9wtpxsBRU72ekc6w0EOIfFqHlUHmZbg5PkvgJi_,gongwenyu913,,7372773399992632090,7372773399992632090,
7372967733929100068,繁华中的田野,,1,2024-05-26 00:00:28,孤独求败,https://www.douyin.com/user/MS4wLjABAAAACGs-qY-tvHVw2u-vgkEbdKkfndiZeMcjxONdXB0qT5Ap17NHcCUo-59_469KhBrS,Ziqing252627,,7372773399992632090,7372773399992632090,
7372960442178814783,在希望的田野上,,7,2024-05-25 23:32:13,游荡在黑色的海,https://www.douyin.com/user/MS4wLjABAAAACaaUCtggz2LPsu4OD3jd5YCZ2NoLdFwNA8vFGsLlrMmJIGWqgZ-ZomsOyud_dfzK,dyl9nmw986v9,,7372773399992632090,7372773399992632090,
7372959937443971891,因地制宜，综合利用，利用对还是不对，自私的人类，狼不狼狈，这种艺术，真的，很难，领悟…,,1,2024-05-25 23:30:12,𝓙𝓪𝔂 𝓒𝓱𝓸𝓾 🪐軌迹,https://www.douyin.com/user/MS4wLjABAAAAG4b7Z_lZZWW6xncNQ0try_qx7apmnVOs-e6AVEql4A4,,,7372773399992632090,7372773399992632090,
7372955184303522586,高手在民间，自创一个成语，形容这幅画,,0,2024-05-25 23:11:45,今十计,https://www.douyin.com/user/MS4wLjABAAAA51hrhdnnb3OVkzvDaAw8xbK5xXx-hn1jcbPAGJGeudzcs65b2tZHZ_kk9EohuvJq,dysc9z61skhx,,7372773399992632090,7372773399992632090,
7372953739088495396,谁能告诉我人类发展的尽头是什么？ 高楼大厦里的人吃粮食吗？,,0,2024-05-25 23:06:08,心怡库存stock🤝,https://www.douyin.com/user/MS4wLjABAAAA1v4ybNXr6HqElH4Ulrb1cw4OsWIg7tAhdtfJPEw5vgw,,,7372773399992632090,7372773399992632090,
7372953659456865087,都是在土地上种地，你种的是黄金，而我种的是土,,0,2024-05-25 23:05:52,御见XT✈.VA,https://www.douyin.com/user/MS4wLjABAAAANsfsBeQACo_AlyjSU811Pl-Yt46M2TouMhQTbl6OGOo,,,7372773399992632090,7372773399992632090,
7372951000016175887,四个现代化,,5,2024-05-25 22:55:32,用户6565788914774,https://www.douyin.com/user/MS4wLjABAAAAXunbvdZhwpECsRK1a46u2R9SOrGkAgRkL84gT7v82hs,59179667448,,7372773399992632090,7372773399992632090,
7372947234718516005,四化,,0,2024-05-25 22:40:55,晨风,https://www.douyin.com/user/MS4wLjABAAAAEA5-R8JiDzp61SoLgTcgTeKXoyLF8lsAT4fSpJBYAtMxYsk4SrRc05XBpnWiZ2uj,chenfeng651850,,7372773399992632090,7372773399992632090,
7372944847159968550,这才是发达,,3,2024-05-25 22:31:37,张三、,https://www.douyin.com/user/MS4wLjABAAAA6oZVzqIHr_mCxHlvIY4yHIpgh40bRZUDTKDGBq50RcEU4p7wU0CxvOf7f2EY0FMX,RJB666,,7372773399992632090,7372773399992632090,
7372942842962740005,定位改国外，中文遮一下，视频立马火🔥（发达国家，文明[看]）,,2,2024-05-25 22:23:52,Free loop,https://www.douyin.com/user/MS4wLjABAAAAqEip_hcDczKQnXXxbB2CU5Ko1NHKcw7iPSMqLSjgO10,,,7372773399992632090,7372773399992632090,
7372937962953491239,改革开放现代化最真实的展现[赞][赞],,1,2024-05-25 22:04:56,一张旧CD,https://www.douyin.com/user/MS4wLjABAAAAU8rrfdKY_E5tk2PwbSQwT8AJDGoHelfKoSSKYFnc-1A,,,7372773399992632090,7372773399992632090,
7372933819701527330,根基,,0,2024-05-25 21:48:50,楼兰,https://www.douyin.com/user/MS4wLjABAAAADTuGM4277tl7Vl_erZ8PYixefgEKWUWHjsnEPQJXVz0,,,7372773399992632090,7372773399992632090,
7372933625741280034,从麦田往上看是奋斗的目标，向下是看是现实中的生活，,,0,2024-05-25 21:48:06,@阿寶哥😎,https://www.douyin.com/user/MS4wLjABAAAAOd5LXyztAhRdYfssvBcG6br3iRO5Iy-zA4k0YtSD8zM,,,7372773399992632090,7372773399992632090,
7372916824029790976,希望的田野,,2,2024-05-25 20:42:53,是恩宝爸爸啊💕,https://www.douyin.com/user/MS4wLjABAAAABLTyfKztqXjBuXGgw7n-MnaeGJdnH4KgV3jlSx48IRU,,,7372773399992632090,7372773399992632090,
7372912846348763919,四个现代化[害羞],,1,2024-05-25 20:27:27,用户8803218737021,https://www.douyin.com/user/MS4wLjABAAAArTYH2nBII72zUPPb8G7uYKg2_ORQb4JcXW6nrbjcm18,,,7372773399992632090,7372773399992632090,
7372902143248220982,在希望的土地上一路乱奔,,0,2024-05-25 19:45:54,用户8087597301716,https://www.douyin.com/user/MS4wLjABAAAAmTptZdStInO1daMwzTlZwB3lQAPhHsiyRiahDCbgC0g,,,7372773399992632090,7372773399992632090,
7372894850074985251,豫你在浙里，上面是杭州下面像河南[捂脸],,1,2024-05-25 19:17:37,七安也安,https://www.douyin.com/user/MS4wLjABAAAAPE1Ru2LMEqM__gZiqE23XSSWaQHTAuCeoudgTN1x2SM,48833190213,,7372773399992632090,7372773399992632090,
7372893141672002342,四个现代化,,1,2024-05-25 19:11:00,喀倌吥岢苡,https://www.douyin.com/user/MS4wLjABAAAAgQgjwymvQ63HDtUn0cM95BF2ovgE1anV9PyaD16EDwk,532588610dds,,7372773399992632090,7372773399992632090,
7372817749528511251,浮世繁华难敌这满地金黄的温饱,,3,2024-05-25 14:18:29,云骑卫,https://www.douyin.com/user/MS4wLjABAAAAxAhio9_xmeK463nJS8onftuXaJDT_JOSPGPL4LOsu50,,,7372773399992632090,7372773399992632090,
7372804445322052392,吃的苦中苦，盖的楼上楼,,1,2024-05-25 13:26:52,青花果舍记,https://www.douyin.com/user/MS4wLjABAAAAsXAM1mDQILxi6eBdF33s189cXilYuu1sB37cz6_8LfY,qinghuaguosh,,7372773399992632090,7372773399992632090,
7372803690254746422,小时候课本上学的四个现代化大概便是这个样子吧。,,3,2024-05-25 13:23:55,不慌不乱,https://www.douyin.com/user/MS4wLjABAAAAGfJfPGHzYIVHH4MhTsdmAMZAvdWPv749NOK4YlnWjyE,,,7372773399992632090,7372773399992632090,
7372800941147439898,相得益彰[赞][赞][赞],,1,2024-05-25 13:13:12,🇨🇳中国鞭妇侠～布撸斯★侯恩🇨🇳,https://www.douyin.com/user/MS4wLjABAAAAMd3fG031WIRn4AtDP5ZXt_tLzu5pjC2-xgGh8I5-694,,,7372773399992632090,7372773399992632090,
7372795784897315634,摩登麦田,,0,2024-05-25 12:53:12,高校渠道全攻略,https://www.douyin.com/user/MS4wLjABAAAAlSpr-j7JLOyAMfBz10sf6iwIfTOXyX43s_-QHErnzhAe-YNbszNAXDF_pk-2FDcM,53033055731,,7372773399992632090,7372773399992632090,
7372793341170238223,北京北三环也有一大片麦田[捂脸],,0,2024-05-25 12:43:45,瀛海布衣,https://www.douyin.com/user/MS4wLjABAAAAzN1MWl7-cpexbcW0OUAqu6vInF7MVPFSzbi_DtYI0Hy2X5JahVev9YKKoDPEfzo7,RsfyV,,7372773399992632090,7372773399992632090,
7372783869986374451,现代农业,,3,2024-05-25 12:06:57,豫皖沪遇,https://www.douyin.com/user/MS4wLjABAAAAWbZdSar_YKT4mPPpckTGq4TCtFKmgWBzZiPvYEJMyCg,,,7372773399992632090,7372773399992632090,
7372781095622361865,希望的田野上,,0,2024-05-25 11:56:12,博研国学,https://www.douyin.com/user/MS4wLjABAAAAE_1gflbhlFSHzWJ0h1ILVC9EPOaIf2X5DON6fn725OkbR-sBTUjHk0hO80yAIJxv,dyjocw6aafxw,,7372773399992632090,7372773399992632090,
7372776354331067163,城乡一色,,0,2024-05-25 11:37:48,前进的维德,https://www.douyin.com/user/MS4wLjABAAAA1xzR4Q_ap6abQtrChaGCEyeCdGDexoJif35U7c8cpt0,y10185790,,7372773399992632090,7372773399992632090,
7372775081250702114,可悲,,2,2024-05-25 11:32:54,平凡人生,https://www.douyin.com/user/MS4wLjABAAAAMCoWM-wg0jkR-Tdfj493eLn6Nl9CYFpMcRw0eqqYJjTY1g0JExJ2ZszFN3kldoEc,dyxcltmmdua3,,7372773399992632090,7372773399992632090,
7373120240253272832,但是粮食就是很便宜呀,,0,2024-05-26 09:52:16,江不辣,https://www.douyin.com/user/MS4wLjABAAAAAhESrhyQiZRv0FDw2uPU8ZG9mVrBMovXg4iYh6lkWWY,,,7372773399992632090,7373115616586466098,94177855324
7425092673441219339,贵的也有，只不过大部分种植都不是，我姨婆家种植的贡田胭脂稻，那个村靠着这，真的收入可观,,0,2024-10-13 11:11:54,饼饼,https://www.douyin.com/user/MS4wLjABAAAAgZbKy-XFJ1VaOebecUaBDUSWgGczO-TrrKX-EG5QAaM,,,7372773399992632090,7373120240253272832,江不辣
7373892649953411867,心胸是有狭隘的人，用可辈来形容,,0,2024-05-28 11:49:38,莫吉托🍋🍸,https://www.douyin.com/user/MS4wLjABAAAA2VExB86uNKbNAiwneajqObj5j1bjHgUSlpCl_6TzH2s,,,7372773399992632090,7372775081250702114,平凡人生
7373894617265537844,难道不是吗？你觉得高楼大厦就能代表人民幸福。,,0,2024-05-28 11:57:14,平凡人生,https://www.douyin.com/user/MS4wLjABAAAAMCoWM-wg0jkR-Tdfj493eLn6Nl9CYFpMcRw0eqqYJjTY1g0JExJ2ZszFN3kldoEc,dyxcltmmdua3,,7372773399992632090,7373892649953411867,莫吉托🍋🍸
7373930290425037578,那你住窑洞，吃草根去,,0,2024-05-28 14:15:40,莫吉托🍋🍸,https://www.douyin.com/user/MS4wLjABAAAA2VExB86uNKbNAiwneajqObj5j1bjHgUSlpCl_6TzH2s,,,7372773399992632090,7373894617265537844,平凡人生
7373932623150842658,不满你说我还真想去大山里生活,,0,2024-05-28 14:24:46,平凡人生,https://www.douyin.com/user/MS4wLjABAAAAMCoWM-wg0jkR-Tdfj493eLn6Nl9CYFpMcRw0eqqYJjTY1g0JExJ2ZszFN3kldoEc,dyxcltmmdua3,,7372773399992632090,7373930290425037578,莫吉托🍋🍸
7373946724363060018,这种风凉话少扯淡了,,0,2024-05-28 15:19:28,莫吉托🍋🍸,https://www.douyin.com/user/MS4wLjABAAAA2VExB86uNKbNAiwneajqObj5j1bjHgUSlpCl_6TzH2s,,,7372773399992632090,7373932623150842658,平凡人生
7373952348638954280,真的，一点不扯淡。,,0,2024-05-28 15:41:16,平凡人生,https://www.douyin.com/user/MS4wLjABAAAAMCoWM-wg0jkR-Tdfj493eLn6Nl9CYFpMcRw0eqqYJjTY1g0JExJ2ZszFN3kldoEc,dyxcltmmdua3,,7372773399992632090,7373946724363060018,莫吉托🍋🍸
7373258425630065460,@瑞雪冰城,,0,2024-05-26 18:48:31,阅先生,https://www.douyin.com/user/MS4wLjABAAAAT4MWaA9KxMC3cv8u_YJECVwYqL70pMzJqqskjfcgy30,,,7372773399992632090,7372773399992632090,
7373315550666097460,就等于乞丐在你脚底下干活，鲜明的对比,,0,2024-05-26 22:30:10,张真人,https://www.douyin.com/user/MS4wLjABAAAAIwLwIHRdbmgB1vLLpEKqSSD78hSJ5wvNHZBFUVNgnOw,555.666.555..,,7372773399992632090,7373258425630065460,阅先生
7373253892689855283,哈哈，你先把自己错别字改了吧！,,0,2024-05-26 18:30:53,用户3664281746018,https://www.douyin.com/user/MS4wLjABAAAA5HnXBYfrEtCE5OrcVxxzYsfVmGum7kDQP07ff5j4nb8,,,7372773399992632090,7373102546276516671,沙漠里的一匹孤狼
7373260791887676172,你文化水平高帮我改一下,,0,2024-05-26 18:57:41,沙漠里的一匹孤狼,https://www.douyin.com/user/MS4wLjABAAAAeeU-pI4NWDS8gd3QW8n_qLBVVHzfVopFFyGiwSu8HF8,,,7372773399992632090,7373253892689855283,用户3664281746018
7372970506377364239,高楼大厦代表不了什么[偷笑][偷笑][偷笑],,67,2024-05-26 00:11:18,感谢馈赠,https://www.douyin.com/user/MS4wLjABAAAA-5fgtgGi1LRH00VJ-VFozDv8JSMwxcKzwwrUyIhkeT0,,,7372773399992632090,7372794140684010249,村里的靓仔
7373081664958038799,[赞],,0,2024-05-26 07:22:35,平淡无奇,https://www.douyin.com/user/MS4wLjABAAAAjPf1goQ2fPnhpXuzT1nvmlangvnaO1f502CpvSaFQ3c,0006373WWW,,7372773399992632090,7372970506377364239,感谢馈赠
7373085141646443275,高楼大厦见多了所以不能代表什么！[看],,5,2024-05-26 07:36:07,十里春风不如你、、,https://www.douyin.com/user/MS4wLjABAAAAr46jJgxH8L7SBxTAd_T-_haCRTfSpb6sR7yVeyfVVyI,,,7372773399992632090,7372970506377364239,感谢馈赠
7373106673135747892,你这种级别的，得宇宙飞船才能让你眼前一亮,,0,2024-05-26 08:59:39,活着就是为了等死,https://www.douyin.com/user/MS4wLjABAAAA2G_rIbd4OfAXXkKXDM8exIa-zWaFLu9e38SDpK7ABvajAukn5t_sbOa0dYb8b_qD,XCW0702,,7372773399992632090,7372970506377364239,感谢馈赠
7373123528697103145,我想到的是，高楼是为了节约土地，用来种植粮食，，因为再发展，也要吃饭吧,,3,2024-05-26 10:05:03,自由自在的快乐,https://www.douyin.com/user/MS4wLjABAAAAe6YKB2-0afK4jacfVsAqqTLDIyTFGStgkmvrTn4TzxITTXy179z9r0TL7O3kLUal,dylhbbrmly8k,,7372773399992632090,7372970506377364239,感谢馈赠
7373132191595561780,典,,0,2024-05-26 10:38:40,￴花☭,https://www.douyin.com/user/MS4wLjABAAAALifhBOGiC7rxKIZ9iymW_IZxCDXW3n9YKWrxm60bhINS_O614sP0hx9V4lZYbF05,4444.6,,7372773399992632090,7372970506377364239,感谢馈赠
7373154327625990963,难道破土烂墙才能代表什么吗[看],,0,2024-05-26 12:04:32,星火燎原,https://www.douyin.com/user/MS4wLjABAAAApQh8eUYNmJ6vv3uWtVdLc-EKOFgOiRJHGVVOgY8r8-c,CHN491001,,7372773399992632090,7372970506377364239,感谢馈赠
7373157417969107764,但是上海看不到这样点,,0,2024-05-26 12:16:33,熊小萌,https://www.douyin.com/user/MS4wLjABAAAAnQs1518YrXEE0JuwDKPi5LITviDSg8fj-v5NdTkYHAc,wg799203295,,7372773399992632090,7372970506377364239,感谢馈赠
7373162573090407219,非洲部落代表什么？,,0,2024-05-26 12:36:31,用户2408600473745,https://www.douyin.com/user/MS4wLjABAAAAFnSNVzD2eiAqFUyPY5u8zRDpAC1vJf1lD4dy-r8FuFc,,,7372773399992632090,7372970506377364239,感谢馈赠
7373164607895388968,30年前的中国人想都不敢想。,,0,2024-05-26 12:44:28,熙熙家的花园,https://www.douyin.com/user/MS4wLjABAAAAjnsbDeJGfh0-p0_rKwoyiiSg_01KQWvyuHiYU9Vy_Mo,,,7372773399992632090,7372970506377364239,感谢馈赠
7373188335357281050,,,2,2024-05-26 14:16:30,大吉大利发大财,https://www.douyin.com/user/MS4wLjABAAAALFMoThy14GhRKtLB5XiVGCVJKEKdTelMjCZYdMw68cCZkehA_8Y9Of2MbJmHifu3,91742154563,,7372773399992632090,7372970506377364239,感谢馈赠
7373198391922524939,高楼大厦不能代表，那极氪大厦呢[看],,0,2024-05-26 14:55:32,小小太阳CVT☀,https://www.douyin.com/user/MS4wLjABAAAA-26fTx91y0iDTd9QHRXuGhJOMj48IfsGVXp9AK8IDs0,cjt031017,,7372773399992632090,7372970506377364239,感谢馈赠
7373214353271423795,代表了经济[微笑][微笑],,0,2024-05-26 15:57:28,Xmax,https://www.douyin.com/user/MS4wLjABAAAAIrOoreP3eBL4S93PfkJATsEc3Djg0oh6mCGYOiwprsEUuWDf2cRX3d_D2KXzgLoz,l450718,,7372773399992632090,7372970506377364239,感谢馈赠
7373215239263306505,幼稚 这不算什么工业怎么来 机器怎么造？,,0,2024-05-26 16:00:54,o花花世界迷人眼,https://www.douyin.com/user/MS4wLjABAAAAyBPYwqkKwpXGT9h-9d-dKH_c2afU9mblfdj4DoDbf_Debch3kneW0FIwdc_tWw0b,hahayou93198,,7372773399992632090,7372970506377364239,感谢馈赠
